[s],CH1[V]
-6.1200E-04,-1.670834367E-03
-6.1000E-04,2.059634995E-03
-6.0800E-04,-1.063567959E-02
-6.0600E-04,6.610416991E-03
-6.0400E-04,-2.432553241E-03
-6.0200E-04,-2.452084495E-03
-6.0000E-04,-9.481779981E-04
-5.9800E-04,-2.413021988E-03
-5.9600E-04,-1.729428126E-03
-5.9400E-04,-1.709896873E-03
-5.9200E-04,-6.202085109E-03
-5.9000E-04,-8.370054215E-03
-5.8800E-04,4.776034856E-04
-5.8600E-04,-1.669278700E-04
-5.8400E-04,1.317447373E-03
-5.8200E-04,-9.151304343E-03
-5.8000E-04,-3.194272116E-03
-5.7800E-04,-2.059903764E-04
-5.7600E-04,-8.448179227E-03
-5.7400E-04,2.762760110E-03
-5.7200E-04,2.059634995E-03
-5.7000E-04,-1.221771110E-02
-5.6800E-04,3.544010238E-03
-5.6600E-04,2.801822617E-03
-5.6400E-04,-2.471615748E-03
-5.6200E-04,-5.420834981E-03
-5.6000E-04,-2.432553241E-03
-5.5800E-04,1.182526160E-02
-5.5600E-04,3.524478985E-03
-5.5400E-04,5.047916735E-03
-5.5200E-04,-1.651303113E-03
-5.5000E-04,-3.213803369E-03
-5.4800E-04,2.059634995E-03
-5.4600E-04,2.821353870E-03
-5.4400E-04,3.583072745E-03
-5.4200E-04,-2.413021988E-03
-5.4000E-04,4.344791620E-03
-5.3800E-04,-9.481779981E-04
-5.3600E-04,5.067447988E-03
-5.3400E-04,-1.669278700E-04
-5.3200E-04,6.532291978E-03
-5.3000E-04,-1.729428126E-03
-5.2800E-04,-8.330991708E-03
-5.2600E-04,-1.864591232E-04
-5.2400E-04,2.840885123E-03
-5.2200E-04,2.840885123E-03
-5.2000E-04,-3.936459738E-03
-5.1800E-04,-4.659116106E-03
-5.1600E-04,-3.936459738E-03
-5.1400E-04,-3.233334623E-03
-5.1200E-04,-1.690365620E-03
-5.1000E-04,-8.428647974E-03
-5.0800E-04,3.602603998E-03
-5.0600E-04,-1.145599222E-02
-5.0400E-04,1.297916120E-03
-5.0200E-04,-9.481779981E-04
-5.0000E-04,2.840885123E-03
-4.9800E-04,-4.678647360E-03
-4.9600E-04,-1.669278700E-04
-4.9400E-04,2.040103742E-03
-4.9200E-04,5.028385482E-03
-4.9000E-04,-9.677092513E-04
-4.8800E-04,-9.091154917E-04
-4.8600E-04,-7.022397744E-03
-4.8400E-04,9.579167477E-03
-4.8200E-04,-6.924741478E-03
-4.8000E-04,-1.669278700E-04
-4.7800E-04,-9.091154917E-04
-4.7600E-04,-9.991148230E-03
-4.7400E-04,3.602603998E-03
-4.7200E-04,-1.670834367E-03
-4.7000E-04,6.338535112E-04
-4.6800E-04,-6.163022603E-03
-4.6600E-04,-3.174740863E-03
-4.6400E-04,-1.292083621E-02
-4.6200E-04,-1.651303113E-03
-4.6000E-04,5.752597516E-04
-4.5800E-04,-1.690365620E-03
-4.5600E-04,5.752597516E-04
-4.5400E-04,-3.916928485E-03
-4.5200E-04,-9.151304343E-03
-4.5000E-04,-3.897397231E-03
-4.4800E-04,2.040103742E-03
-4.4600E-04,-3.233334623E-03
-4.4400E-04,5.557284984E-04
-4.4200E-04,-9.481779981E-04
-4.4000E-04,4.305729113E-03
-4.3800E-04,-1.065521084E-02
-4.3600E-04,-3.955990991E-03
-4.3400E-04,-8.700529853E-04
-4.3200E-04,-9.932554471E-03
-4.3000E-04,-1.748959379E-03
-4.2800E-04,-8.409116721E-03
-4.2600E-04,-1.631771860E-03
-4.2400E-04,-4.678647360E-03
-4.2200E-04,-9.677092513E-04
-4.2000E-04,-9.952085724E-03
-4.1800E-04,1.336978626E-03
-4.1600E-04,-3.194272116E-03
-4.1400E-04,2.040103742E-03
-4.1200E-04,-1.665130557E-02
-4.1000E-04,-8.428647974E-03
-4.0800E-04,-2.393490735E-03
-4.0600E-04,-1.670834367E-03
-4.0400E-04,-1.864591232E-04
-4.0200E-04,-1.864591232E-04
-4.0000E-04,-4.678647360E-03
-3.9800E-04,-3.194272116E-03
-3.9600E-04,-1.651303113E-03
-3.9400E-04,-1.690365620E-03
-3.9200E-04,-3.174740863E-03
-3.9000E-04,5.809635610E-03
-3.8800E-04,-7.666929099E-03
-3.8600E-04,-3.955990991E-03
-3.8400E-04,4.344791620E-03
-3.8200E-04,-9.190366849E-03
-3.8000E-04,5.166659920E-04
-3.7800E-04,5.752597516E-04
-3.7600E-04,7.333073359E-03
-3.7400E-04,6.610416991E-03
-3.7200E-04,-8.370054215E-03
-3.7000E-04,-4.698178613E-03
-3.6800E-04,5.770573103E-03
-3.6600E-04,1.258853614E-03
-3.6400E-04,4.305729113E-03
-3.6200E-04,-2.491147001E-03
-3.6000E-04,5.361972452E-04
-3.5800E-04,-6.221616362E-03
-3.5600E-04,-6.905210225E-03
-3.5400E-04,-6.143491350E-03
-3.5200E-04,5.557284984E-04
-3.5000E-04,-5.459897488E-03
-3.4800E-04,-2.255216296E-04
-3.4600E-04,6.338535112E-04
-3.4400E-04,-8.428647974E-03
-3.4200E-04,4.989322975E-03
-3.4000E-04,-6.182553856E-03
-3.3800E-04,-2.452084495E-03
-3.3600E-04,-3.135678357E-03
-3.3400E-04,-1.690365620E-03
-3.3200E-04,-1.669278700E-04
-3.3000E-04,1.317447373E-03
-3.2800E-04,2.040103742E-03
-3.2600E-04,-6.260678869E-03
-3.2400E-04,-1.748959379E-03
-3.2200E-04,5.868229369E-03
-3.2000E-04,2.782291363E-03
-3.1800E-04,-6.924741478E-03
-3.1600E-04,5.145573001E-03
-3.1400E-04,1.278384867E-03
-3.1200E-04,-1.748959379E-03
-3.1000E-04,8.797917349E-03
-3.0800E-04,1.356509880E-03
-3.0600E-04,-2.452084495E-03
-3.0400E-04,-1.748959379E-03
-3.0200E-04,-2.471615748E-03
-3.0000E-04,5.361972452E-04
-2.9800E-04,5.752597516E-04
-2.9600E-04,5.166659920E-04
-2.9400E-04,5.752597516E-04
-2.9200E-04,-9.286467449E-04
-2.9000E-04,-8.389585468E-03
-2.8800E-04,2.040103742E-03
-2.8600E-04,-1.670834367E-03
-2.8400E-04,-4.737241119E-03
-2.8200E-04,2.860416376E-03
-2.8000E-04,-1.690365620E-03
-2.7800E-04,2.118228755E-03
-2.7600E-04,-1.864591232E-04
-2.7400E-04,-7.022397744E-03
-2.7200E-04,1.483307459E-02
-2.7000E-04,2.762760110E-03
-2.6800E-04,1.174713658E-02
-2.6600E-04,5.166659920E-04
-2.6400E-04,3.563541491E-03
-2.6200E-04,2.079166248E-03
-2.6000E-04,-4.717709866E-03
-2.5800E-04,-1.669278700E-04
-2.5600E-04,5.067447988E-03
-2.5400E-04,5.947910048E-04
-2.5200E-04,-1.690365620E-03
-2.5000E-04,-6.924741478E-03
-2.4800E-04,9.559636224E-03
-2.4600E-04,-9.481779981E-04
-2.4400E-04,3.583072745E-03
-2.4200E-04,5.166659920E-04
-2.4000E-04,-6.123960096E-03
-2.3800E-04,-1.670834367E-03
-2.3600E-04,4.971347388E-04
-2.3400E-04,-1.864591232E-04
-2.3200E-04,-9.913023218E-03
-2.3000E-04,1.336978626E-03
-2.2800E-04,5.887760622E-03
-2.2600E-04,-1.709896873E-03
-2.2400E-04,5.047916735E-03
-2.2200E-04,-1.864591232E-04
-2.2000E-04,2.079166248E-03
-2.1800E-04,3.544010238E-03
-2.1600E-04,-1.219817984E-02
-2.1400E-04,5.557284984E-04
-2.1200E-04,8.836979856E-03
-2.1000E-04,5.166659920E-04
-2.0800E-04,-8.506772987E-03
-2.0600E-04,1.102448021E-02
-2.0400E-04,6.338535112E-04
-2.0200E-04,-9.286467449E-04
-2.0000E-04,-9.091154917E-04
-1.9800E-04,6.590885738E-03
-1.9600E-04,2.821353870E-03
-1.9400E-04,5.086979241E-03
-1.9200E-04,-1.436614895E-02
-1.9000E-04,-6.241147616E-03
-1.8800E-04,-9.872405045E-04
-1.8600E-04,4.325260366E-03
-1.8400E-04,-2.645841360E-04
-1.8200E-04,-6.163022603E-03
-1.8000E-04,-4.659116106E-03
-1.7800E-04,-9.091154917E-04
-1.7600E-04,5.008854228E-03
-1.7400E-04,-9.677092513E-04
-1.7200E-04,5.947910048E-04
-1.7000E-04,-4.737241119E-03
-1.6800E-04,-9.677092513E-04
-1.6600E-04,1.262604298E-02
-1.6400E-04,-5.518491247E-03
-1.6200E-04,-8.330991708E-03
-1.6000E-04,-1.690365620E-03
-1.5800E-04,-1.669278700E-04
-1.5600E-04,-3.174740863E-03
-1.5400E-04,-3.174740863E-03
-1.5200E-04,-6.202085109E-03
-1.5000E-04,-3.155209610E-03
-1.4800E-04,8.075260981E-03
-1.4600E-04,2.821353870E-03
-1.4400E-04,-1.690365620E-03
-1.4200E-04,7.333073359E-03
-1.4000E-04,1.317447373E-03
-1.3800E-04,-1.709896873E-03
-1.3600E-04,-8.895842385E-04
-1.3400E-04,2.040103742E-03
-1.3200E-04,-3.213803369E-03
-1.3000E-04,-3.174740863E-03
-1.2800E-04,-2.452084495E-03
-1.2600E-04,1.317447373E-03
-1.2400E-04,-9.677092513E-04
-1.2200E-04,4.383854126E-03
-1.2000E-04,1.297916120E-03
-1.1800E-04,-5.401303728E-03
-1.1600E-04,1.239322360E-03
-1.1400E-04,-2.471615748E-03
-1.1200E-04,-1.690365620E-03
-1.1000E-04,-3.916928485E-03
-1.0800E-04,-4.014584751E-03
-1.0600E-04,-4.678647360E-03
-1.0400E-04,4.286197860E-03
-1.0200E-04,1.258853614E-03
-1.0000E-04,-1.651303113E-03
-9.8000E-05,2.137760008E-03
-9.6000E-05,-8.409116721E-03
-9.4000E-05,-5.440366234E-03
-9.2000E-05,4.776034856E-04
-9.0000E-05,-8.895842385E-04
-8.8000E-05,-3.936459738E-03
-8.6000E-05,-1.669278700E-04
-8.4000E-05,1.297916120E-03
-8.2000E-05,1.356509880E-03
-8.0000E-05,2.860416376E-03
-7.8000E-05,-3.936459738E-03
-7.6000E-05,1.260651172E-02
-7.4000E-05,8.094792234E-03
-7.2000E-05,1.030182385E-02
-7.0000E-05,-5.440366234E-03
-6.8000E-05,2.098697501E-03
-6.6000E-05,-6.182553856E-03
-6.4000E-05,-1.729428126E-03
-6.2000E-05,-1.669278700E-04
-6.0000E-05,-2.255216296E-04
-5.8000E-05,-8.428647974E-03
-5.6000E-05,1.034088635E-02
-5.4000E-05,2.860416376E-03
-5.2000E-05,4.344791620E-03
-5.0000E-05,-9.872405045E-04
-4.8000E-05,1.278384867E-03
-4.6000E-05,-7.686460353E-03
-4.4000E-05,-1.670834367E-03
-4.2000E-05,4.286197860E-03
-4.0000E-05,-6.163022603E-03
-3.8000E-05,-7.647397846E-03
-3.6000E-05,2.118228755E-03
-3.4000E-05,-3.194272116E-03
-3.2000E-05,-2.255216296E-04
-3.0000E-05,5.086979241E-03
-2.8000E-05,8.055729728E-03
-2.6000E-05,7.294010853E-03
-2.4000E-05,1.317447373E-03
-2.2000E-05,-2.354428229E-03
-2.0000E-05,-2.452084495E-03
-1.8000E-05,8.036198475E-03
-1.6000E-05,1.330963684E-02
-1.4000E-05,-6.905210225E-03
-1.2000E-05,-1.075286711E-02
-1.0000E-05,-1.669278700E-04
-8.0002E-06,-1.864591232E-04
-6.0002E-06,5.047916735E-03
-4.0002E-06,4.305729113E-03
-2.0002E-06,3.602603998E-03
-1.5120E-10,5.047916735E-03
1.9998E-06,-8.389585468E-03
3.9998E-06,1.148192635E+00
5.9998E-06,1.252528590E+00
7.9998E-06,1.329110634E+00
9.9998E-06,1.380126267E+00
1.2000E-05,1.451454404E+00
1.4000E-05,1.515985664E+00
1.6000E-05,1.561786453E+00
1.8000E-05,1.624794276E+00
2.0000E-05,1.668466158E+00
2.2000E-05,1.723973980E+00
2.4000E-05,1.769735706E+00
2.6000E-05,1.810966181E+00
2.8000E-05,1.862040409E+00
3.0000E-05,1.906298228E+00
3.2000E-05,1.966337301E+00
3.4000E-05,2.000907619E+00
3.6000E-05,2.057938878E+00
3.8000E-05,2.102255292E+00
4.0000E-05,2.150282643E+00
4.2000E-05,2.199794370E+00
4.4000E-05,2.246337347E+00
4.6000E-05,2.289130322E+00
4.8000E-05,2.331923298E+00
5.0000E-05,2.379950650E+00
5.2000E-05,2.409950655E+00
5.4000E-05,2.448231911E+00
5.6000E-05,2.486513167E+00
5.8000E-05,2.535341300E+00
6.0000E-05,2.575087400E+00
6.2000E-05,2.607392093E+00
6.4000E-05,2.653095226E+00
6.6000E-05,2.692978045E+00
6.8000E-05,2.722978050E+00
7.0000E-05,2.758974149E+00
7.2000E-05,2.807001501E+00
7.4000E-05,2.838564006E+00
7.6000E-05,2.874638231E+00
7.8000E-05,2.918114800E+00
8.0000E-05,2.960106995E+00
8.2000E-05,2.996942938E+00
8.4000E-05,3.040419508E+00
8.6000E-05,3.077997639E+00
8.8000E-05,3.116317958E+00
9.0000E-05,3.159774996E+00
9.2000E-05,3.194364846E+00
9.4000E-05,3.231903914E+00
9.6000E-05,3.267978139E+00
9.8000E-05,3.298661738E+00
1.0000E-04,3.338446901E+00
1.0200E-04,3.381278939E+00
1.0400E-04,3.409775037E+00
1.0600E-04,3.449521138E+00
1.0800E-04,3.493876614E+00
1.1000E-04,3.524618806E+00
1.1200E-04,3.567392251E+00
1.1400E-04,3.592802411E+00
1.1600E-04,3.631923511E+00
1.1800E-04,3.671747737E+00
1.2000E-04,3.712333681E+00
1.2200E-04,3.747587593E+00
1.2400E-04,3.780536817E+00
1.2600E-04,3.824169636E+00
1.2800E-04,3.848095422E+00
1.3000E-04,3.889443085E+00
1.3200E-04,3.925439184E+00
1.3400E-04,3.958466534E+00
1.3600E-04,3.986259507E+00
1.3800E-04,4.024482169E+00
1.4000E-04,4.068700927E+00
1.4200E-04,4.096532962E+00
1.4400E-04,4.129579843E+00
1.4600E-04,4.163486098E+00
1.4800E-04,4.203896261E+00
1.5000E-04,4.242197049E+00
1.5200E-04,4.267704865E+00
1.5400E-04,4.299950964E+00
1.5600E-04,4.336005658E+00
1.5800E-04,4.373564258E+00
1.6000E-04,4.412568170E+00
1.6200E-04,4.435087705E+00
1.6400E-04,4.468837711E+00
1.6600E-04,4.508642405E+00
1.6800E-04,4.539443191E+00
1.7000E-04,4.567177571E+00
1.7200E-04,4.603974452E+00
1.7400E-04,4.627333831E+00
1.7600E-04,4.665517431E+00
1.7800E-04,4.690224466E+00
1.8000E-04,4.732372910E+00
1.8200E-04,4.766103385E+00
1.8400E-04,4.794560421E+00
1.8600E-04,4.835908084E+00
1.8800E-04,4.868974495E+00
1.9000E-04,4.908037002E+00
1.9200E-04,4.936513569E+00
1.9400E-04,4.978564357E+00
1.9600E-04,4.996494047E+00
1.9800E-04,5.026572177E+00
2.0000E-04,5.061845621E+00
2.0200E-04,5.094853439E+00
2.0400E-04,5.122665943E+00
2.0600E-04,5.153388604E+00
2.0800E-04,5.187997985E+00
2.1000E-04,5.221708928E+00
2.1200E-04,5.255497996E+00
2.1400E-04,5.279540969E+00
2.1600E-04,5.304228473E+00
2.1800E-04,5.335790978E+00
2.2000E-04,5.357568325E+00
2.2200E-04,5.404072239E+00
2.2400E-04,5.416884741E+00
2.2600E-04,5.458876936E+00
2.2800E-04,5.474619126E+00
2.3000E-04,5.509892569E+00
2.3200E-04,5.551962888E+00
2.3400E-04,5.575224611E+00
2.3600E-04,5.603779303E+00
2.3800E-04,5.637548840E+00
2.4000E-04,5.669091814E+00
2.4200E-04,5.693056662E+00
2.4400E-04,5.727568386E+00
2.4600E-04,5.764365267E+00
2.4800E-04,5.786162146E+00
2.5000E-04,5.810185587E+00
2.5200E-04,5.843193405E+00
2.5400E-04,5.870224659E+00
2.5600E-04,5.900263727E+00
2.5800E-04,5.945263734E+00
2.6000E-04,5.950478579E+00
2.6200E-04,5.990341867E+00
2.6400E-04,6.010615307E+00
2.6600E-04,6.036084062E+00
2.6800E-04,6.075107505E+00
2.7000E-04,6.099209072E+00
2.7200E-04,6.135224703E+00
2.7400E-04,6.160732519E+00
2.7600E-04,6.180947367E+00
2.7800E-04,6.211709090E+00
2.8000E-04,6.235752063E+00
2.8200E-04,6.263525505E+00
2.8400E-04,6.291963010E+00
2.8600E-04,6.307080200E+00
2.8800E-04,6.350634894E+00
2.9000E-04,6.370068491E+00
2.9200E-04,6.401670059E+00
2.9400E-04,6.418935687E+00
2.9600E-04,6.452666161E+00
2.9800E-04,6.471435695E+00
3.0000E-04,6.500771638E+00
3.0200E-04,6.523232579E+00
3.0400E-04,6.556982584E+00
3.0600E-04,6.587802902E+00
3.0800E-04,6.602041186E+00
3.1000E-04,6.637275566E+00
3.1200E-04,6.659091976E+00
3.1400E-04,6.701142764E+00
3.1600E-04,6.709345891E+00
3.1800E-04,6.744638865E+00
3.2000E-04,6.761884962E+00
3.2200E-04,6.806240438E+00
3.2400E-04,6.828720910E+00
3.2600E-04,6.853467008E+00
3.2800E-04,6.881220919E+00
3.3000E-04,6.912002174E+00
3.3200E-04,6.930849833E+00
3.3400E-04,6.964638901E+00
3.3600E-04,6.996865469E+00
3.3800E-04,7.017920160E+00
3.4000E-04,7.039638914E+00
3.4200E-04,7.064443605E+00
3.4400E-04,7.086924078E+00
3.4600E-04,7.127451428E+00
3.4800E-04,7.156748308E+00
3.5000E-04,7.174736592E+00
3.5200E-04,7.203232690E+00
3.5400E-04,7.223564725E+00
3.5600E-04,7.252822542E+00
3.5800E-04,7.279834265E+00
3.6000E-04,7.307568645E+00
3.6200E-04,7.338388963E+00
3.6400E-04,7.357861622E+00
3.6600E-04,7.384912408E+00
3.6800E-04,7.405908505E+00
3.7000E-04,7.425478821E+00
3.7200E-04,7.454736638E+00
3.7400E-04,7.487724924E+00
3.7600E-04,7.517842117E+00
3.7800E-04,7.544053059E+00
3.8000E-04,7.563584312E+00
3.8200E-04,7.586084316E+00
3.8400E-04,7.617607758E+00
3.8600E-04,7.644678075E+00
3.8800E-04,7.665596047E+00
3.9000E-04,7.690478864E+00
3.9200E-04,7.715986681E+00
3.9400E-04,7.740713247E+00
3.9600E-04,7.766162470E+00
3.9800E-04,7.786494505E+00
4.0000E-04,7.801514038E+00
4.0200E-04,7.839853888E+00
4.0400E-04,7.854131235E+00
4.0600E-04,7.878057020E+00
4.0800E-04,7.911064838E+00
4.1000E-04,7.928428122E+00
4.1200E-04,7.956846095E+00
4.1400E-04,7.967373441E+00
4.1600E-04,7.995127351E+00
4.1800E-04,8.014678136E+00
4.2000E-04,8.040947671E+00
4.2200E-04,8.052197673E+00
4.2400E-04,8.086728929E+00
4.2600E-04,8.114502371E+00
4.2800E-04,8.134775812E+00
4.3000E-04,8.157314878E+00
4.3200E-04,8.183564882E+00
4.3400E-04,8.194072697E+00
4.3600E-04,8.224072701E+00
4.3800E-04,8.246611768E+00
4.4000E-04,8.274404741E+00
4.4200E-04,8.293076619E+00
4.4400E-04,8.327686000E+00
4.4600E-04,8.332920376E+00
4.4800E-04,8.364443818E+00
4.5000E-04,8.391475073E+00
4.5200E-04,8.405752419E+00
4.5400E-04,8.439580549E+00
4.5600E-04,8.450791489E+00
4.5800E-04,8.480713369E+00
4.6000E-04,8.507061029E+00
4.6200E-04,8.522041500E+00
4.6400E-04,8.562568851E+00
4.6600E-04,8.579131353E+00
4.6800E-04,8.599326669E+00
4.7000E-04,8.618877454E+00
4.7200E-04,8.645869646E+00
4.7400E-04,8.667705587E+00
4.7600E-04,8.679736839E+00
4.7800E-04,8.713447782E+00
4.8000E-04,8.741240755E+00
4.8200E-04,8.753213413E+00
4.8400E-04,8.784033731E+00
4.8600E-04,8.802041546E+00
4.8800E-04,8.823096237E+00
4.9000E-04,8.847119679E+00
4.9200E-04,8.867412651E+00
4.9400E-04,8.894346249E+00
4.9600E-04,8.907139220E+00
4.9800E-04,8.932627505E+00
5.0000E-04,8.960420478E+00
5.0200E-04,8.970205636E+00
5.0400E-04,8.988213452E+00
5.0600E-04,9.011475174E+00
5.0800E-04,9.029443927E+00
5.1000E-04,9.057197838E+00
5.1200E-04,9.074522060E+00
5.1400E-04,9.089522062E+00
5.1600E-04,9.115068941E+00
5.1800E-04,9.133818944E+00
5.2000E-04,9.164522074E+00
5.2200E-04,9.183350202E+00
5.2400E-04,9.202940049E+00
5.2600E-04,9.217940052E+00
5.2800E-04,9.233682242E+00
5.3000E-04,9.265889278E+00
5.3200E-04,9.289170532E+00
5.3400E-04,9.304912722E+00
5.3600E-04,9.328233039E+00
5.3800E-04,9.356709606E+00
5.4000E-04,9.376943984E+00
5.4200E-04,9.392022112E+00
5.4400E-04,9.414502584E+00
5.4600E-04,9.440049463E+00
5.4800E-04,9.455830716E+00
5.5000E-04,9.476065094E+00
