[s],CH3[V]
-1.3800E-03,-5.412824245E-02
-1.3780E-03,-5.345925888E-02
-1.3760E-03,-5.505492794E-02
-1.3740E-03,-5.390037147E-02
-1.3720E-03,-5.584907174E-02
-1.3700E-03,-5.339803298E-02
-1.3680E-03,-5.432448958E-02
-1.3660E-03,-5.501437770E-02
-1.3640E-03,-5.571281073E-02
-1.3620E-03,-5.412654491E-02
-1.3600E-03,-5.392423241E-02
-1.3580E-03,-5.469501119E-02
-1.3560E-03,-5.506961452E-02
-1.3540E-03,-5.439160919E-02
-1.3520E-03,-5.454650500E-02
-1.3500E-03,-5.538495652E-02
-1.3480E-03,-5.409593196E-02
-1.3460E-03,-5.362035357E-02
-1.3440E-03,-5.555921192E-02
-1.3420E-03,-5.398582070E-02
-1.3400E-03,-5.378314581E-02
-1.3380E-03,-5.321437435E-02
-1.3360E-03,-5.558925267E-02
-1.3340E-03,-5.394616692E-02
-1.3320E-03,-5.364930713E-02
-1.3300E-03,-5.416194531E-02
-1.3280E-03,-5.437636947E-02
-1.3260E-03,-5.371972645E-02
-1.3240E-03,-5.322032528E-02
-1.3220E-03,-5.458379367E-02
-1.3200E-03,-5.314736918E-02
-1.3180E-03,-5.579049706E-02
-1.3160E-03,-5.444429017E-02
-1.3140E-03,-5.503675090E-02
-1.3120E-03,-5.441209412E-02
-1.3100E-03,-5.472529989E-02
-1.3080E-03,-5.443973161E-02
-1.3060E-03,-5.601838711E-02
-1.3040E-03,-5.530414215E-02
-1.3020E-03,-5.586152673E-02
-1.3000E-03,-5.395000069E-02
-1.2980E-03,-5.459712604E-02
-1.2960E-03,-5.477864844E-02
-1.2940E-03,-5.468093495E-02
-1.2920E-03,-5.364032352E-02
-1.2900E-03,-5.558663960E-02
-1.2880E-03,-5.333169538E-02
-1.2860E-03,-5.493127450E-02
-1.2840E-03,-5.440860367E-02
-1.2820E-03,-5.512231457E-02
-1.2800E-03,-5.488050087E-02
-1.2780E-03,-5.317079143E-02
-1.2760E-03,-5.454516986E-02
-1.2740E-03,-5.432998275E-02
-1.2720E-03,-5.521882643E-02
-1.2700E-03,-5.554263706E-02
-1.2680E-03,-5.386815635E-02
-1.2660E-03,-5.366212452E-02
-1.2640E-03,-5.332467634E-02
-1.2620E-03,-5.388242332E-02
-1.2600E-03,-5.578256248E-02
-1.2580E-03,-5.525262465E-02
-1.2560E-03,-5.487987145E-02
-1.2540E-03,-5.350059113E-02
-1.2520E-03,-5.435563659E-02
-1.2500E-03,-5.273185321E-02
-1.2480E-03,-5.400790781E-02
-1.2460E-03,-5.405850977E-02
-1.2440E-03,-5.515166867E-02
-1.2420E-03,-5.229770245E-02
-1.2400E-03,-5.368224705E-02
-1.2380E-03,-5.525546660E-02
-1.2360E-03,-5.415113064E-02
-1.2340E-03,-5.437488174E-02
-1.2320E-03,-5.463456730E-02
-1.2300E-03,-5.390370933E-02
-1.2280E-03,-5.428666685E-02
-1.2260E-03,-5.321296291E-02
-1.2240E-03,-5.482160194E-02
-1.2220E-03,-5.346501908E-02
-1.2200E-03,-5.589088083E-02
-1.2180E-03,-5.522342314E-02
-1.2160E-03,-5.375989522E-02
-1.2140E-03,-5.546086901E-02
-1.2120E-03,-5.476642233E-02
-1.2100E-03,-5.635963091E-02
-1.2080E-03,-5.513406384E-02
-1.2060E-03,-5.378057088E-02
-1.2040E-03,-5.291396689E-02
-1.2020E-03,-5.516891111E-02
-1.2000E-03,-5.565560934E-02
-1.1980E-03,-5.399156183E-02
-1.1960E-03,-5.377982702E-02
-1.1940E-03,-5.370803440E-02
-1.1920E-03,-5.488502129E-02
-1.1900E-03,-5.518684019E-02
-1.1880E-03,-5.490176782E-02
-1.1860E-03,-5.407014460E-02
-1.1840E-03,-5.421598050E-02
-1.1820E-03,-5.425281141E-02
-1.1800E-03,-5.332944471E-02
-1.1780E-03,-5.579347252E-02
-1.1760E-03,-5.514302838E-02
-1.1740E-03,-5.533996216E-02
-1.1720E-03,-5.397513955E-02
-1.1700E-03,-5.261045045E-02
-1.1680E-03,-5.484458549E-02
-1.1660E-03,-5.391679375E-02
-1.1640E-03,-5.450168230E-02
-1.1620E-03,-5.541701906E-02
-1.1600E-03,-5.549951190E-02
-1.1580E-03,-5.504535304E-02
-1.1560E-03,-5.454587558E-02
-1.1540E-03,-5.455716708E-02
-1.1520E-03,-5.445655442E-02
-1.1500E-03,-5.303416802E-02
-1.1480E-03,-5.580588936E-02
-1.1460E-03,-5.467282872E-02
-1.1440E-03,-5.514707196E-02
-1.1420E-03,-5.407210917E-02
-1.1400E-03,-5.544400805E-02
-1.1380E-03,-5.346992096E-02
-1.1360E-03,-5.513505566E-02
-1.1340E-03,-5.538465135E-02
-1.1320E-03,-5.474338156E-02
-1.1300E-03,-5.430242156E-02
-1.1280E-03,-5.283378194E-02
-1.1260E-03,-5.480741126E-02
-1.1240E-03,-5.303805901E-02
-1.1220E-03,-5.508788693E-02
-1.1200E-03,-5.355050645E-02
-1.1180E-03,-5.529748550E-02
-1.1160E-03,-5.428304289E-02
-1.1140E-03,-5.484311684E-02
-1.1120E-03,-5.566177008E-02
-1.1100E-03,-5.292392325E-02
-1.1080E-03,-5.582576394E-02
-1.1060E-03,-5.511468518E-02
-1.1040E-03,-5.379428472E-02
-1.1020E-03,-5.303521706E-02
-1.1000E-03,-5.330045301E-02
-1.0980E-03,-5.362964236E-02
-1.0960E-03,-5.481029136E-02
-1.0940E-03,-5.478652579E-02
-1.0920E-03,-5.413966747E-02
-1.0900E-03,-5.393687813E-02
-1.0880E-03,-5.435931778E-02
-1.0860E-03,-5.454227069E-02
-1.0840E-03,-5.350207887E-02
-1.0820E-03,-5.469943624E-02
-1.0800E-03,-5.466085057E-02
-1.0780E-03,-5.429507826E-02
-1.0760E-03,-5.436309433E-02
-1.0740E-03,-5.260404176E-02
-1.0720E-03,-5.456500629E-02
-1.0700E-03,-5.384435263E-02
-1.0680E-03,-5.266143389E-02
-1.0660E-03,-5.471294027E-02
-1.0640E-03,-5.292668891E-02
-1.0620E-03,-5.448211290E-02
-1.0600E-03,-5.575997947E-02
-1.0580E-03,-5.452249148E-02
-1.0560E-03,-5.412465663E-02
-1.0540E-03,-5.454057315E-02
-1.0520E-03,-5.331849653E-02
-1.0500E-03,-5.444858171E-02
-1.0480E-03,-5.522595992E-02
-1.0460E-03,-5.634683260E-02
-1.0440E-03,-5.427529905E-02
-1.0420E-03,-5.555356617E-02
-1.0400E-03,-5.604964856E-02
-1.0380E-03,-5.415423962E-02
-1.0360E-03,-5.484237297E-02
-1.0340E-03,-5.504834758E-02
-1.0320E-03,-5.248166625E-02
-1.0300E-03,-5.639215121E-02
-1.0280E-03,-5.446328737E-02
-1.0260E-03,-5.463945011E-02
-1.0240E-03,-5.499131785E-02
-1.0220E-03,-5.455697635E-02
-1.0200E-03,-5.345885834E-02
-1.0180E-03,-5.387899009E-02
-1.0160E-03,-5.361373507E-02
-1.0140E-03,-5.369725788E-02
-1.0120E-03,-5.315188960E-02
-1.0100E-03,-5.445565797E-02
-1.0080E-03,-5.459306339E-02
-1.0060E-03,-5.507722484E-02
-1.0040E-03,-5.479650123E-02
-1.0020E-03,-5.283650945E-02
-1.0000E-03,-5.343789657E-02
-9.9800E-04,-5.384963599E-02
-9.9600E-04,-5.430560683E-02
-9.9400E-04,-5.387872306E-02
-9.9200E-04,-5.480298621E-02
-9.9000E-04,-5.240655485E-02
-9.8800E-04,-5.527757278E-02
-9.8600E-04,-5.406913371E-02
-9.8400E-04,-5.327861386E-02
-9.8200E-04,-5.578973412E-02
-9.8000E-04,-5.365491474E-02
-9.7800E-04,-5.308793619E-02
-9.7600E-04,-5.481877906E-02
-9.7400E-04,-5.448211290E-02
-9.7200E-04,-5.457666019E-02
-9.7000E-04,-5.595548274E-02
-9.6800E-04,-5.514506925E-02
-9.6600E-04,-5.474767309E-02
-9.6400E-04,-5.366061771E-02
-9.6200E-04,-5.509490597E-02
-9.6000E-04,-5.412755580E-02
-9.5800E-04,-5.406879038E-02
-9.5600E-04,-5.536006562E-02
-9.5400E-04,-5.404929728E-02
-9.5200E-04,-5.413838955E-02
-9.5000E-04,-5.350154481E-02
-9.4800E-04,-5.411088558E-02
-9.4600E-04,-5.467334371E-02
-9.4400E-04,-5.422282788E-02
-9.4200E-04,-5.463338475E-02
-9.4000E-04,-5.519008268E-02
-9.3800E-04,-5.490621194E-02
-9.3600E-04,-5.634635576E-02
-9.3400E-04,-5.517016996E-02
-9.3200E-04,-5.487489327E-02
-9.3000E-04,-5.507602321E-02
-9.2800E-04,-5.424455259E-02
-9.2600E-04,-5.280801366E-02
-9.2400E-04,-5.541314714E-02
-9.2200E-04,-5.394353478E-02
-9.2000E-04,-5.482009513E-02
-9.1800E-04,-5.395885079E-02
-9.1600E-04,-5.251163070E-02
-9.1400E-04,-5.460311512E-02
-9.1200E-04,-5.410897823E-02
-9.1000E-04,-5.495439157E-02
-9.0800E-04,-5.567050573E-02
-9.0600E-04,-5.351152024E-02
-9.0400E-04,-5.231978955E-02
-9.0200E-04,-5.402495951E-02
-9.0000E-04,-5.534631363E-02
-8.9800E-04,-5.418180081E-02
-8.9600E-04,-5.474940878E-02
-8.9400E-04,-5.332059461E-02
-8.9200E-04,-5.518838514E-02
-8.9000E-04,-5.391646950E-02
-8.8800E-04,-5.455424884E-02
-8.8600E-04,-5.479240043E-02
-8.8400E-04,-5.301982476E-02
-8.8200E-04,-5.485580071E-02
-8.8000E-04,-5.385976401E-02
-8.7800E-04,-5.351390443E-02
-8.7600E-04,-5.350528321E-02
-8.7400E-04,-5.430474852E-02
-8.7200E-04,-5.410510631E-02
-8.7000E-04,-5.497798548E-02
-8.6800E-04,-5.491498574E-02
-8.6600E-04,-5.443908311E-02
-8.6400E-04,-5.552831287E-02
-8.6200E-04,-5.436719513E-02
-8.6000E-04,-5.330514509E-02
-8.5800E-04,-5.420249554E-02
-8.5600E-04,-5.382857886E-02
-8.5400E-04,-5.533921830E-02
-8.5200E-04,-5.458581546E-02
-8.5000E-04,-5.504691707E-02
-8.4800E-04,-5.279908726E-02
-8.4600E-04,-5.491361245E-02
-8.4400E-04,-5.344981750E-02
-8.4200E-04,-5.308187082E-02
-8.4000E-04,-5.392510979E-02
-8.3800E-04,-5.263686724E-02
-8.3600E-04,-5.436605072E-02
-8.3400E-04,-5.423577878E-02
-8.3200E-04,-5.399535745E-02
-8.3000E-04,-5.568128226E-02
-8.2800E-04,-5.419583890E-02
-8.2600E-04,-5.488416298E-02
-8.2400E-04,-5.387836067E-02
-8.2200E-04,-5.446004487E-02
-8.2000E-04,-5.534520737E-02
-8.1800E-04,-5.432132338E-02
-8.1600E-04,-5.338437636E-02
-8.1400E-04,-5.450872042E-02
-8.1200E-04,-5.558438893E-02
-8.1000E-04,-5.399444192E-02
-8.0800E-04,-5.462850193E-02
-8.0600E-04,-5.381707754E-02
-8.0400E-04,-5.333604414E-02
-8.0200E-04,-5.523631682E-02
-8.0000E-04,-5.434804534E-02
-7.9800E-04,-5.458469013E-02
-7.9600E-04,-5.514035809E-02
-7.9400E-04,-5.513553250E-02
-7.9200E-04,-5.532773606E-02
-7.9000E-04,-5.333066542E-02
-7.8800E-04,-5.490071877E-02
-7.8600E-04,-5.504678356E-02
-7.8400E-04,-5.421796414E-02
-7.8200E-04,-5.443511582E-02
-7.8000E-04,-5.449222185E-02
-7.7800E-04,-5.454021075E-02
-7.7600E-04,-5.415931316E-02
-7.7400E-04,-5.417710873E-02
-7.7200E-04,-5.401586145E-02
-7.7000E-04,-5.616859084E-02
-7.6800E-04,-5.467010121E-02
-7.6600E-04,-5.604474667E-02
-7.6400E-04,-5.338464339E-02
-7.6200E-04,-5.566342947E-02
-7.6000E-04,-5.324536877E-02
-7.5800E-04,-5.211177407E-02
-7.5600E-04,-5.596881511E-02
-7.5400E-04,-5.356305681E-02
-7.5200E-04,-5.540773027E-02
-7.5000E-04,-5.276416371E-02
-7.4800E-04,-5.290809226E-02
-7.4600E-04,-5.491319284E-02
-7.4400E-04,-5.398986428E-02
-7.4200E-04,-5.511512387E-02
-7.4000E-04,-5.373099889E-02
-7.3800E-04,-5.442741013E-02
-7.3600E-04,-5.655860555E-02
-7.3400E-04,-5.406362147E-02
-7.3200E-04,-5.560517903E-02
-7.3000E-04,-5.287137579E-02
-7.2800E-04,-5.456105807E-02
-7.2600E-04,-5.381759253E-02
-7.2400E-04,-5.306397989E-02
-7.2200E-04,-5.533860794E-02
-7.2000E-04,-5.319894390E-02
-7.1800E-04,-5.428624724E-02
-7.1600E-04,-5.400313943E-02
-7.1400E-04,-5.489518746E-02
-7.1200E-04,-5.524045577E-02
-7.1000E-04,-5.567062018E-02
-7.0800E-04,-5.402473062E-02
-7.0600E-04,-5.461877445E-02
-7.0400E-04,-5.465501408E-02
-7.0200E-04,-5.514430631E-02
-7.0000E-04,-5.456536868E-02
-6.9800E-04,-5.323724346E-02
-6.9600E-04,-5.438306427E-02
-6.9400E-04,-5.623098022E-02
-6.9200E-04,-5.621400482E-02
-6.9000E-04,-5.432355498E-02
-6.8800E-04,-5.550822849E-02
-6.8600E-04,-5.447921373E-02
-6.8400E-04,-5.408343882E-02
-6.8200E-04,-5.412515255E-02
-6.8000E-04,-5.490615472E-02
-6.7800E-04,-5.394309609E-02
-6.7600E-04,-5.425477598E-02
-6.7400E-04,-5.426251982E-02
-6.7200E-04,-5.352666459E-02
-6.7000E-04,-5.393081276E-02
-6.6800E-04,-5.679050104E-02
-6.6600E-04,-5.531919113E-02
-6.6400E-04,-5.534917466E-02
-6.6200E-04,-5.515918363E-02
-6.6000E-04,-5.552768345E-02
-6.5800E-04,-5.516496290E-02
-6.5600E-04,-5.375360097E-02
-6.5400E-04,-5.415544125E-02
-6.5200E-04,-5.460000614E-02
-6.5000E-04,-5.565492269E-02
-6.4800E-04,-5.429244612E-02
-6.4600E-04,-5.277711460E-02
-6.4400E-04,-5.424258802E-02
-6.4200E-04,-5.414691540E-02
-6.4000E-04,-5.478408439E-02
-6.3800E-04,-5.396234124E-02
-6.3600E-04,-5.443761445E-02
-6.3400E-04,-5.459573368E-02
-6.3200E-04,-5.531861893E-02
-6.3000E-04,-5.380891409E-02
-6.2800E-04,-5.443616486E-02
-6.2600E-04,-5.366855228E-02
-6.2400E-04,-5.413724514E-02
-6.2200E-04,-5.395618050E-02
-6.2000E-04,-5.335027296E-02
-6.1800E-04,-5.500810252E-02
-6.1600E-04,-5.447507478E-02
-6.1400E-04,-5.475038153E-02
-6.1200E-04,-5.456998447E-02
-6.1000E-04,-5.414443584E-02
-6.0800E-04,-5.416005703E-02
-6.0600E-04,-5.608510617E-02
-6.0400E-04,-5.308173730E-02
-6.0200E-04,-5.428426359E-02
-6.0000E-04,-5.514363874E-02
-5.9800E-04,-5.407029719E-02
-5.9600E-04,-5.407291026E-02
-5.9400E-04,-5.367374027E-02
-5.9200E-04,-5.324693280E-02
-5.9000E-04,-5.443725205E-02
-5.8800E-04,-5.431937789E-02
-5.8600E-04,-5.520410170E-02
-5.8400E-04,-5.435315704E-02
-5.8200E-04,-5.516761411E-02
-5.8000E-04,-5.434524154E-02
-5.7800E-04,-5.428477858E-02
-5.7600E-04,-5.323093014E-02
-5.7400E-04,-5.447951891E-02
-5.7200E-04,-5.539447419E-02
-5.7000E-04,-5.603589657E-02
-5.6800E-04,-5.394416420E-02
-5.6600E-04,-5.449788668E-02
-5.6400E-04,-5.337718566E-02
-5.6200E-04,-5.366927707E-02
-5.6000E-04,-5.351371369E-02
-5.5800E-04,-5.383519736E-02
-5.5600E-04,-5.335660536E-02
-5.5400E-04,-5.514388669E-02
-5.5200E-04,-5.453679659E-02
-5.5000E-04,-5.290208411E-02
-5.4800E-04,-5.427945707E-02
-5.4600E-04,-5.439456558E-02
-5.4400E-04,-5.571456549E-02
-5.4200E-04,-5.233077588E-02
-5.4000E-04,-5.269473620E-02
-5.3800E-04,-5.415246578E-02
-5.3600E-04,-5.434930419E-02
-5.3400E-04,-5.328820783E-02
-5.3200E-04,-5.329743940E-02
-5.3000E-04,-5.444945909E-02
-5.2800E-04,-5.394891350E-02
-5.2600E-04,-5.451484301E-02
-5.2400E-04,-5.499831782E-02
-5.2200E-04,-5.373527135E-02
-5.2000E-04,-5.499858485E-02
-5.1800E-04,-5.449376680E-02
-5.1600E-04,-5.376948919E-02
-5.1400E-04,-5.454011538E-02
-5.1200E-04,-5.385512915E-02
-5.1000E-04,-5.465877156E-02
-5.0800E-04,-5.361302935E-02
-5.0600E-04,-5.411412807E-02
-5.0400E-04,-5.447381593E-02
-5.0200E-04,-5.438336945E-02
-5.0000E-04,-5.418843838E-02
-4.9800E-04,-5.446763612E-02
-4.9600E-04,-5.424811933E-02
-4.9400E-04,-5.402228922E-02
-4.9200E-04,-5.376233663E-02
-4.9000E-04,-5.617303496E-02
-4.8800E-04,-5.395358651E-02
-4.8600E-04,-5.354444109E-02
-4.8400E-04,-5.509637463E-02
-4.8200E-04,-5.439599610E-02
-4.8000E-04,-5.470700841E-02
-4.7800E-04,-5.459951023E-02
-4.7600E-04,-5.400376886E-02
-4.7400E-04,-5.395572274E-02
-4.7200E-04,-5.588376642E-02
-4.7000E-04,-5.481004340E-02
-4.6800E-04,-5.354951463E-02
-4.6600E-04,-5.494796381E-02
-4.6400E-04,-5.457345584E-02
-4.6200E-04,-5.453288653E-02
-4.6000E-04,-5.396648019E-02
-4.5800E-04,-5.478843314E-02
-4.5600E-04,-5.530065170E-02
-4.5400E-04,-5.349246583E-02
-4.5200E-04,-5.432035064E-02
-4.5000E-04,-5.584684014E-02
-4.4800E-04,-5.557481404E-02
-4.4600E-04,-5.309167459E-02
-4.4400E-04,-5.586495996E-02
-4.4200E-04,-5.377444829E-02
-4.4000E-04,-5.406959147E-02
-4.3800E-04,-5.415883633E-02
-4.3600E-04,-5.493518457E-02
-4.3400E-04,-5.582906365E-02
-4.3200E-04,-5.457786182E-02
-4.3000E-04,-5.340053161E-02
-4.2800E-04,-5.526439300E-02
-4.2600E-04,-5.500562297E-02
-4.2400E-04,-5.433150863E-02
-4.2200E-04,-5.462554554E-02
-4.2000E-04,-5.245143477E-02
-4.1800E-04,-5.513627637E-02
-4.1600E-04,-5.333352644E-02
-4.1400E-04,-5.386233893E-02
-4.1200E-04,-5.567790625E-02
-4.1000E-04,-5.573619483E-02
-4.0800E-04,-5.486053093E-02
-4.0600E-04,-5.389402000E-02
-4.0400E-04,-5.323127346E-02
-4.0200E-04,-5.473790747E-02
-4.0000E-04,-5.389163581E-02
-3.9800E-04,-5.524741759E-02
-3.9600E-04,-5.359292590E-02
-3.9400E-04,-5.493123636E-02
-3.9200E-04,-5.499761210E-02
-3.9000E-04,-5.494464502E-02
-3.8800E-04,-5.569839118E-02
-3.8600E-04,-5.494552240E-02
-3.8400E-04,-5.422406766E-02
-3.8200E-04,-5.488454445E-02
-3.8000E-04,-5.357162081E-02
-3.7800E-04,-5.424411390E-02
-3.7600E-04,-5.306733682E-02
-3.7400E-04,-5.305060937E-02
-3.7200E-04,-5.422149274E-02
-3.7000E-04,-5.347482285E-02
-3.6800E-04,-5.416080090E-02
-3.6600E-04,-5.407701106E-02
-3.6400E-04,-5.633472093E-02
-3.6200E-04,-5.330339033E-02
-3.6000E-04,-5.496368036E-02
-3.5800E-04,-5.626384384E-02
-3.5600E-04,-5.415723415E-02
-3.5400E-04,-5.491757974E-02
-3.5200E-04,-5.475146872E-02
-3.5000E-04,-5.500960932E-02
-3.4800E-04,-5.589347483E-02
-3.4600E-04,-5.470851522E-02
-3.4400E-04,-5.310372904E-02
-3.4200E-04,-5.426704023E-02
-3.4000E-04,-5.522842040E-02
-3.3800E-04,-5.385629264E-02
-3.3600E-04,-5.498277293E-02
-3.3400E-04,-5.529439560E-02
-3.3200E-04,-5.437953567E-02
-3.3000E-04,-5.354074083E-02
-3.2800E-04,-5.323752957E-02
-3.2600E-04,-5.554467792E-02
-3.2400E-04,-5.359973513E-02
-3.2200E-04,-5.463742832E-02
-3.2000E-04,-5.283446859E-02
-3.1800E-04,-5.361558520E-02
-3.1600E-04,-5.356120668E-02
-3.1400E-04,-5.509618389E-02
-3.1200E-04,-5.242168013E-02
-3.1000E-04,-5.586475015E-02
-3.0800E-04,-5.307187631E-02
-3.0600E-04,-5.487287148E-02
-3.0400E-04,-5.562135335E-02
-3.0200E-04,-5.461572269E-02
-3.0000E-04,-5.321124630E-02
-2.9800E-04,-5.412589641E-02
-2.9600E-04,-5.517945875E-02
-2.9400E-04,-5.449618914E-02
-2.9200E-04,-5.507619488E-02
-2.9000E-04,-5.242614333E-02
-2.8800E-04,-5.525395980E-02
-2.8600E-04,-5.415921780E-02
-2.8400E-04,-5.394097893E-02
-2.8200E-04,-5.458695987E-02
-2.8000E-04,-5.418414685E-02
-2.7800E-04,-5.328561383E-02
-2.7600E-04,-5.497472391E-02
-2.7400E-04,-5.181806141E-02
-2.7200E-04,-5.499150858E-02
-2.7000E-04,-5.523734679E-02
-2.6800E-04,-5.323855953E-02
-2.6600E-04,-5.482806785E-02
-2.6400E-04,-5.370952214E-02
-2.6200E-04,-5.575202583E-02
-2.6000E-04,-5.396833031E-02
-2.5800E-04,-5.327291089E-02
-2.5600E-04,-5.515405286E-02
-2.5400E-04,-5.372739400E-02
-2.5200E-04,-5.535262696E-02
-2.5000E-04,-5.605720166E-02
-2.4800E-04,-5.345658859E-02
-2.4600E-04,-5.544501894E-02
-2.4400E-04,-5.376443471E-02
-2.4200E-04,-5.440496064E-02
-2.4000E-04,-5.468820195E-02
-2.3800E-04,-5.576358436E-02
-2.3600E-04,-5.526027312E-02
-2.3400E-04,-5.502906428E-02
-2.3200E-04,-5.473695379E-02
-2.3000E-04,-5.617873793E-02
